"No.","Time","Source","Destination","Protocol","Length","Info"
"376","52.746555800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=4575 Ack=491 Win=16386 Len=0"
"377","52.759614500","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3143 Ack=7832 Win=16387 Len=0"
"378","52.770699900","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3143 Ack=7867 Win=16387 Len=0"
"380","53.556751200","2a04:4e42:8e::684","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","[TCP Retransmission] 80  >  51853 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=512"
"382","54.232508400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","[TCP Retransmission] 55112  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"383","54.957612600","172.20.10.6","57.144.41.32","TLSv1.2","123","Application Data"
"384","55.091835100","57.144.41.32","172.20.10.6","TCP","54","443  >  49330 [ACK] Seq=143 Ack=208 Win=292 Len=0"
"385","55.370101500","57.144.41.32","172.20.10.6","TLSv1.2","125","Application Data"
"386","55.422500200","172.20.10.6","57.144.41.32","TCP","54","49330  >  443 [ACK] Seq=208 Ack=214 Win=254 Len=0"
"387","57.045440400","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"388","57.045806700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"389","57.142684600","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49805 [ACK] Seq=73 Ack=85 Win=16 Len=0"
"390","57.142684600","20.189.173.9","172.20.10.6","TCP","54","443  >  56826 [RST, ACK] Seq=1 Ack=2 Win=0 Len=0"
"391","60.826423100","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"392","60.834207300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"393","60.834512400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"394","60.930600200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","723","[TCP Spurious Retransmission] 443  >  61498 [PSH, ACK] Seq=4575 Ack=491 Win=16386 Len=649"
"395","60.930600200","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=5224 Ack=561 Win=16386 Len=0"
"396","60.930680900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","86","[TCP Dup ACK 392#1] 61498  >  443 [ACK] Seq=561 Ack=5224 Win=250 Len=0 SLE=4575 SRE=5224"
"397","61.134918700","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"398","61.134918700","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49807 [FIN, ACK] Seq=25 Ack=1 Win=495 Len=0"
"399","61.414939900","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","[TCP Retransmission] 443  >  49807 [FIN, ACK] Seq=25 Ack=1 Win=495 Len=0"
"400","61.656812100","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"401","62.373807300","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"404","62.878403200","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"405","63.150142700","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"407","63.693908800","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"408","63.695293400","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","91","Standard query 0x0002 A youtube.com"
"409","63.796505300","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","107","Standard query response 0x0002 A youtube.com A 142.250.67.206"
"410","63.796505300","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"411","63.801076000","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","91","Standard query 0x0003 AAAA youtube.com"
"412","63.898886400","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","119","Standard query response 0x0003 AAAA youtube.com AAAA 2404:6800:4009:813::200e"
"413","64.396979500","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0x8be3 AAAA assets.msn.com"
"414","64.396979500","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0x56fb A assets.msn.com"
"415","64.513823500","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","266","Standard query response 0x56fb A assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net A 23.60.172.27 A 23.60.172.40"
"416","64.716263100","172.20.10.6","172.20.10.1","DNS","74","Standard query 0x8be3 AAAA assets.msn.com"
"418","65.246693100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1047:1:98::80","TCP","74","55112  >  443 [RST, ACK] Seq=2 Ack=1 Win=0 Len=0"
"419","65.729309100","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0x8be3 AAAA assets.msn.com"
"420","66.248165300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8392:7cbc:c20c:86a:5ff2:75c4","TCP","75","[TCP Keep-Alive] 52801  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"421","66.357582200","2606:4700:8392:7cbc:c20c:86a:5ff2:75c4","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","86","[TCP Keep-Alive ACK] 443  >  52801 [ACK] Seq=1 Ack=2 Win=16 Len=0 SLE=1 SRE=2"
"422","66.577744400","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"425","67.304564800","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51844 [FIN, ACK] Seq=1 Ack=1 Win=8 Len=0"
"426","67.304994100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51844  >  80 [ACK] Seq=1 Ack=2 Win=251 Len=0"
"427","67.305102200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51844  >  80 [FIN, ACK] Seq=1 Ack=2 Win=251 Len=0"
"428","67.482765600","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51844 [ACK] Seq=2 Ack=2 Win=8 Len=0"
"429","67.688901700","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"430","67.696102900","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"431","67.696336700","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"432","67.744579800","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0x8be3 AAAA assets.msn.com"
"433","67.744861800","172.20.10.6","172.20.10.1","DNS","74","Standard query 0x8be3 AAAA assets.msn.com"
"434","67.745533700","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3182 Ack=7937 Win=16386 Len=0"
"435","68.106667900","2603:1047:1:98::80","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  55112 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"436","68.364280400","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"437","68.507128100","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"438","68.507128100","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"439","68.508872600","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","91","Standard query 0x0002 A youtube.com"
"440","68.514156900","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","107","Standard query response 0x0002 A youtube.com A 142.250.67.206"
"441","68.518385400","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","91","Standard query 0x0003 AAAA youtube.com"
"442","68.520700700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"443","68.520951700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"444","68.523919300","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","119","Standard query response 0x0003 AAAA youtube.com AAAA 2404:6800:4009:813::200e"
"445","68.610126900","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=5873 Ack=596 Win=16386 Len=0"
"446","68.610126900","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=5873 Ack=631 Win=16386 Len=0"
"447","69.873801400","172.20.10.6","20.189.173.9","TCP","55","[TCP Keep-Alive] 63104  >  443 [ACK] Seq=1 Ack=1 Win=250 Len=1"
"448","69.940460400","20.189.173.9","172.20.10.6","TCP","54","443  >  63104 [RST, ACK] Seq=1 Ack=2 Win=250 Len=0"
"449","71.745610100","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","94","Standard query 0x8be3 AAAA assets.msn.com"
"450","71.745891200","172.20.10.6","172.20.10.1","DNS","74","Standard query 0x8be3 AAAA assets.msn.com"
"451","72.499170800","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"452","72.515027600","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"453","72.618457200","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"454","72.618457200","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"455","72.618898100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"456","72.620345900","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","93","Standard query 0x0002 A instagram.com"
"457","72.715333700","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","109","Standard query response 0x0002 A instagram.com A 163.70.146.174"
"458","72.715333700","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  56195 [ACK] Seq=97 Ack=113 Win=16 Len=0"
"459","72.720241400","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","93","Standard query 0x0003 AAAA instagram.com"
"460","72.728525400","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","121","Standard query response 0x0003 AAAA instagram.com AAAA 2a03:2880:f311:22:face:b00c:0:4420"
"463","74.875354100","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","374","Standard query response 0x8be3 AAAA assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net AAAA 2600:140f:fc00::1737:6a13 AAAA 2600:140f:fc00::1737:6a1b AAAA 2600:140f:fc00::1737:6a19 AAAA 2600:140f:fc00::1737:6a11 AAAA 2600:140f:fc00::1737:6a1a"
"464","74.875354100","172.20.10.1","172.20.10.6","DNS","354","Standard query response 0x8be3 AAAA assets.msn.com CNAME assets-msn-com-world-atm-default.trafficmanager.net CNAME assets.msn.com-ion.edgesuite.net CNAME a1666.dscr.akamai.net AAAA 2600:140f:fc00::1737:6a13 AAAA 2600:140f:fc00::1737:6a1b AAAA 2600:140f:fc00::1737:6a19 AAAA 2600:140f:fc00::1737:6a11 AAAA 2600:140f:fc00::1737:6a1a"
"465","76.490843100","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"466","76.503740500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"467","76.503927500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"468","76.596084100","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=6522 Ack=666 Win=16386 Len=0"
"469","76.596084100","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=6522 Ack=701 Win=16386 Len=0"
"470","77.006210900","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"471","77.007002800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"472","77.108651700","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49805 [ACK] Seq=97 Ack=113 Win=16 Len=0"
"473","77.377012100","172.20.10.6","57.144.41.32","TLSv1.2","123","Application Data"
"474","77.528841700","57.144.41.32","172.20.10.6","TCP","54","443  >  49330 [ACK] Seq=214 Ack=277 Win=292 Len=0"
"475","77.723328200","57.144.41.32","172.20.10.6","TLSv1.2","125","Application Data"
"476","77.773585600","172.20.10.6","57.144.41.32","TCP","54","49330  >  443 [ACK] Seq=277 Ack=285 Win=254 Len=0"
"477","81.098840900","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51850 [FIN, ACK] Seq=789 Ack=571 Win=32768 Len=0"
"478","81.098949600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51850  >  80 [ACK] Seq=571 Ack=790 Win=64512 Len=0"
"479","81.099015200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2a03:90c0:321:2803::252","TCP","74","51850  >  80 [FIN, ACK] Seq=571 Ack=790 Win=64512 Len=0"
"480","81.409871200","2a03:90c0:321:2803::252","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51850 [ACK] Seq=790 Ack=572 Win=32768 Len=0"
"481","82.842975800","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"484","82.852106600","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"485","82.852362600","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"486","82.946276400","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3221 Ack=7972 Win=16386 Len=0"
"487","82.946276400","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3221 Ack=8007 Win=16386 Len=0"
"488","83.766598600","2600:1417:55::174c:9c13","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","98","[TCP Retransmission] 443  >  49807 [FIN, PSH, ACK] Seq=1 Ack=1 Win=495 Len=24"
"489","84.587833000","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","723","Application Data"
"490","84.600371400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"491","84.600887800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"492","84.687182800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=7171 Ack=736 Win=16385 Len=0"
"493","84.687182800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=7171 Ack=771 Win=16385 Len=0"
"496","89.476754000","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","152","Standard query 0x0001 PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"497","89.598377500","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","152","Standard query response 0x0001 No such name PTR 4.6.c.6.9.0.e.f.f.f.8.c.d.7.0.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa"
"498","89.600465400","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","92","Standard query 0x0002 A facebook.com"
"499","89.704459200","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","108","Standard query response 0x0002 A facebook.com A 163.70.146.35"
"500","89.709426600","fe80::9913:7398:30a3:a1d6","fe80::107d:c8ff:fe09:6c64","DNS","92","Standard query 0x0003 AAAA facebook.com"
"501","91.283914300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:140f:e00::1730:f5d1","TCP","74","51847  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"502","91.284226100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","51845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"503","91.284330400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","51849  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"504","91.284434000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","51841  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"505","91.284542200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","51846  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"506","91.445340800","2600:140f:e00::1730:f5d1","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","80  >  51847 [FIN, ACK] Seq=1 Ack=2 Win=505 Len=0"
"507","91.445439600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:140f:e00::1730:f5d1","TCP","74","51847  >  80 [ACK] Seq=2 Ack=2 Win=254 Len=0"
"508","91.768714100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","[TCP Retransmission] 51841  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"509","91.784023300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","[TCP Retransmission] 51849  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"510","91.784196100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"511","91.816334200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51846  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"512","92.628347100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","[TCP Retransmission] 51841  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"513","92.648898500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","396","Application Data"
"514","92.648898500","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","432","Application Data"
"515","92.648898500","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"516","92.649044800","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TCP","74","61498  >  443 [ACK] Seq=771 Ack=7851 Win=255 Len=0"
"517","92.649347400","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"518","92.660087200","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","[TCP Retransmission] 51849  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"519","92.660356700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"520","92.660541500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2620:1ec:50::12","TLSv1.2","109","Application Data"
"521","92.676257300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"522","92.770069700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51846  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"523","92.777661800","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  56195 [ACK] Seq=121 Ack=141 Win=16 Len=0"
"524","92.777661800","2620:1ec:50::12","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  61498 [ACK] Seq=7851 Ack=841 Win=16385 Len=0"
"525","92.786220300","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","51843  >  443 [FIN, ACK] Seq=1 Ack=1 Win=1023 Len=0"
"526","92.886793800","2603:1046:c06:c70::2","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  51843 [FIN, ACK] Seq=1 Ack=2 Win=255 Len=0"
"527","92.886885700","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2603:1046:c06:c70::2","TCP","74","51843  >  443 [ACK] Seq=2 Ack=2 Win=1023 Len=0"
"531","94.340158900","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","[TCP Retransmission] 51841  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"532","94.403907000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2404:6800:4002:820::2003","TCP","74","[TCP Retransmission] 51849  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"533","94.451699000","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51845  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"534","94.673817500","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:1417:55:1ae::21cc","TCP","74","[TCP Retransmission] 51846  >  80 [FIN, ACK] Seq=1 Ack=1 Win=254 Len=0"
"535","95.931977200","172.20.10.6","57.144.41.32","TLSv1.2","123","Application Data"
"536","96.155810500","fe80::107d:c8ff:fe09:6c64","fe80::9913:7398:30a3:a1d6","DNS","120","Standard query response 0x0003 AAAA facebook.com AAAA 2a03:2880:f315:1:face:b00c:0:25de"
"537","96.259214700","57.144.41.32","172.20.10.6","TCP","54","443  >  49330 [ACK] Seq=285 Ack=346 Win=292 Len=0"
"538","96.479827900","57.144.41.32","172.20.10.6","TLSv1.2","125","Application Data"
"539","96.525649000","172.20.10.6","57.144.41.32","TCP","54","49330  >  443 [ACK] Seq=346 Ack=356 Win=254 Len=0"
"540","96.974462600","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TLSv1.2","98","Application Data"
"541","96.974820100","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","TLSv1.2","102","Application Data"
"542","97.134261200","2606:4700:8391:d8b7:9aa6:8cd:ccf5:ac50","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","TCP","74","443  >  49805 [ACK] Seq=121 Ack=141 Win=16 Len=0"
"543","97.691729300","150.171.22.12","172.20.10.6","TLSv1.2","93","Application Data"
"544","97.698929500","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"545","97.699160300","172.20.10.6","150.171.22.12","TLSv1.2","89","Application Data"
"546","97.761352600","2401:4900:be95:4fc6:846b:995e:bbeb:daf6","2600:14e1:1c:6d::","TCP","74","[TCP Retransmission] 51841  >  80 [FIN, ACK] Seq=1 Ack=1 Win=1021 Len=0"
"547","97.769421900","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3260 Ack=8042 Win=16386 Len=0"
"548","97.769421900","150.171.22.12","172.20.10.6","TCP","54","443  >  64603 [ACK] Seq=3260 Ack=8077 Win=16386 Len=0"
